https://item.yiyaojd.com/3029091.html,东北制药维生素C片,3029091,19.00g,中国大陆,BJC002035C,非处方药,片剂,成人,口服,国产
用户名,评分,评论
s***1,star5,包装好！京东药品保真，物流速度快，服务态度好，值得信赖。瓶，慢慢吃了，京东自营值得信赖，京东大药房值得信赖，赞了。疫情期间发货都很快，点赞！商品质量很好。片收到了，包装很好，质量很好，便宜实惠，推荐大家购买。
9***n,star5,和一些品牌比起来，这款VC非常的实惠，不是一点点实惠，要是非常非常非常非常的实惠。尤其是他的口味还可以含服对口罩期间。增强身体抵抗力，提高免疫力都有一定的帮助，所以建议大家每天都服用一些VC
M***C,star5,这种产品的质量非常好，很不错，非常令人满意，在京东商城的网站购物让人放心，商品的质量有保证，送货的速度也让人满意。非常不错。
j***V,star5,京东自营购物首选，方便快捷，快递速度超快，快递小哥服务优质，送货上门放心购。这款品牌的产品是第一次购买，以前需要点备用药去实体店购买，现在就首选在京东大药房购买。有专业的医生解答，高效快速，价格比实体店优惠。好评！
D***P,star5,物流很给力，送货很快，当天下单，没几天就到货了。包装完好无损，实物与图片一致。是我平时买的那种，简简单单，对症下药，效果挺不错的！
b***9,star5,物美价廉  非常好    老制药厂值得信赖，非常满意，真的很喜欢，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。
j***4,star5,东西收到，很满意！真的是超级好的卖家，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！ 这是纯C片，没有调味的，吃起来味道特别酸，配着水喝比较合适。 价格很便宜，一次多买几罐，补充一点养分。
l***2,star5,日常补充一下维生素还是很有必要的，必须明确的说，这不是药，而是实物成分，所以买OTC足矣了，根本没必要买那种保健品，水溶性维生素多吃一点也无妨。
j***y,star5,还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意真的超级喜欢，质量非常好，与卖家描述的完全一致。很满意的一次购物呢~~~收到宝贝真心不错，性价比很高， 经济实惠。你家的货我会一直买下去的。
J***_,star5,包装很完整，和药店买的一样，省去路上的奔波劳累，在京东上买的确实方便，需要的话随时可以购买，全天24小时都可以，如此便捷，还需要犹豫什么？在这里购买很是放心！发货快，包装好，药品齐全，比自行购买还方便，又正规，很满意！以后继续支持。
_***i,star5,身体健康是第一位的，是革命的本钱，随着年龄的增长，需要补充一些维生素，京东大药房购药方便快捷，京东快递也非常给力，挺不错的。
飞***来,star5,发货速度很快。物流运输的也挺快的，很快就到手上了。这个跟药店的差不多，价格也差不多。平时作为一个营养补充剂，并不是治疗什么，所以也不知道什么效果。吃的感觉也跟药店里买的一样。
福***伤,star3,后期评价
j***f,star5,维生素C片家中必备，这次在京东健康上买的感觉非常的便宜，所以抓紧时间屯了一点价格很亲民质量有保障相当满意
D***s,star5,在京东健康里面买的京东大药房的药，东北制药的维生素C。首先选择京东大药房，不论是从物流还是从产品的质量，还是药的生产日期都很好。所以一直都选择京大药房，感觉很有保证的。另外这次买VC特别筛选的东北制药的维生素C，东北制药良心药厂啊，没有涨价，几元钱一瓶，药品质量好。
M***7,star5,疫情期间这款还不容易买到，现在买了。应该是家庭常备药了吧，每天补充一片维C很有必要。几块钱一百片很划算的。日期是九月份的，保质期两年。
o***k,star5,快递很快，商家服务态度很好，产品质量很好，价格便宜，性价比高，值得购买。Very Good。支持支持支持支持，Nice。大品牌值得信赖
雨***黎,star5,物流快，药品货真价实！也是限购一个，现在中国这么强大，怎么就一药难求了，不管怎么说还是到手了，感谢京东自营，感谢京东物流快递。！质量很好，性价比高，值得购买，送货速度快！！！
j***0,star5,非常好！这个药还是有用的。是正品。非常好！这个药还是有用的。是正品。非常好！这个药还是有用的。是正品。非常好！这个药还是有用的。是正品。
j***8,star5,物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来物流很快，质感很好，很漂亮，很喜欢包装很好，颜值不错，质量也没有问题很好的购买平台，质量不错，特别是有品牌的，值得信赖
j***B,star5,整个京东自营性价比最高的维C，非常时期补充维C增强抵抗力，这款很好！其他贵的维C也买过，只不过增加了甜味剂咀嚼的时候口感更好而已
y***1,star5,是回购了，物美价廉，有品质，这种能保持几十年良心价的药厂必须大力的支持。产品收到，质量很好，非常极时，用完还找贵店购买。发货速度还是很快的，包装完好，还没有吃！这家店还好吧，来买过几次了，服务老客户非常周到，以后还常来。信赖京东，自营的。！
2***t,star5,东北制药大品牌，老国企有责任心，质量绝对信任！这次疫情东北制药展现了老国企的担当！能买到维C很幸运！就是现在快递没有以前快速一些！
强***8,star5,质量非常好，客服态度非常非常赞，有问题及时给解决了?赶上做活动的时候买的，这个价格一分钱一分货??，从外观看很美?，材质做工都不错?，感觉买值了，还有物流超级快，点赞！?赶上做活动的时候买的，这个价格一分钱一分货??，从外观看很美?，材质做工都不错?，感觉买值了，还有物流超级快，点赞！
l***s,star5,(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！   之前也是买的这个牌子的维生素c，用于日常的维生素c的补充，增加免疫力，好处多多！
林***枫,star5,特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！(?•??•?)??价格超优惠，性能也非常棒，完美的一次购物宝贝收到咯??，真的很棒呀！?质量真是没话说，非常满意！?开心开心?
j***v,star5,"武振国质量可以说是非常好了，与卖家描述的完全一了非常满意,真的很喜欢，完全超出期望值，发货非常快，包装非常仔细、严实，物流公司服务元很好，运送速度很快，很满意的一次购物"
t***e,star5,"已经收到了，京东快递送货上门，非常给力，买来家里准备的，每天吃一片，大人小孩都可以吃，价格实惠，非常满意哦 东北制药维生素C片0.1g*100 s维生素C片真的推荐啊,快递速度特别的快,爱了爱了真的很好用,对商品非常满意,属于无限回购款,推荐!双11买的,很快到了,是全新正品，包装很仔细,没有问题双十一的宝贝收到了，太惊喜了,质量非常好,性价比很高"
m***r,star5,东北制药  维生素C片 规格:100mg*100片/瓶 给身体补充维生素C，OTC非处方，性价比好，方便时不时的来上一片。
兔***话,star5,东西不错，之前买的，线下买不到线上比较容易抢到，味道真的依个人口味选择合适的服用方法，建议直接温水送服，太难吃了，味道真心不喜欢。
致***后,star5,媳妇要吃维生素C，说是可以美白祛斑，让我买一盒。这家三瓶起卖，就买三盒吧，这个保质期也长，可以吃完，一盒100片，够吃很久了
u***1,star5,嗯，各方面都还OK。这个就是普通的维生素C吧，就很平常，没有什么特别的点，各方面都比较均衡，反正就是没有短板，然后也都挺好的，总之来说，嗯性价比反正是挺高的。当然了，话说回来喽，这个怎么选是选这种片剂还是选什么其他的就还是得看个人吧的，这个每个人的情况不一样，最后总结一句还是得谨遵医嘱吧，不要乱搞。看看医生怎么说，都问问医生，听听专业人士的意见，专业的事情就给专业的人做，不要去承担，不要逞强，总的来说各方面都还OK的，反正嗯都还挺好的，就这样吧。
A***糖,star5,熬过了大家都阳的日子结果还是没逃过，补充维生素C还是日常必备，这种又便宜又大碗的维生素好多药店都买不到了，京东大药房还有也不贵，流感季大家都补起来。
椰***冰,star4,东北制药良心大企业，买来补充维生素提高免疫力一定要把身体照顾好身体是革命的本钱?jd物流很快就送到家???
龍***野,star5,提高免疫力，从Vc开始，一天一片，小病去无踪，不要小看它哦。东北制药厂，良心企业，百片装，包装紧实，简单靠谱，价格极为亲民，相信我，你值得拥有！
f***-,star5,包装很好，效果得长期吃才看的出来。味道酸酸的很喜欢。还不错啊，买给妈妈吃的，据说可以提高免疫力，但我估计效果不怎摩的，这毕竟只是维C，当然要是单纯来补充维生素还是很可以的，便宜，实惠，物流快收到 并且检查过了是正品，已经服用三天了，这个东西要长期使用才行，短时间感觉不出什么效果来，价位还行，比在药店买便宜，不过刚收到后去药店买重要看到药店也在搞活动，算算也挺实惠的，
羽***楚,star5,总体还不错。快递一如既往的快，包装完好。刚好疫情期间补充一下维c，和别的东西凑单买的，目前来说还不错，补充维c非常适合价格实惠
j***y,star5,价格非常便宜，也是日常必须要背着的一个营养补充的药物。但是呢确实也不应该天天吃它就是如果有时候比较缺这方面的营养的时候，食补已经补不回来，就吃一点，而且这个价格非常便宜。
趴***乐,star5,维生素c，抗疫硬通货。药店根本买不到，京东能买到，可是起了大作用，立大功了……东北制药维生素C，小时候就是他家的维生素C，老品牌值得信赖！便宜大碗
我***0,star5,疫情期间，备点药心里不慌。在京东上买品质有保障，果断出手来一瓶。果然在疫情期间派上用场了，一家人都可以吃，只要按照说明书吃，也不会有副作用。
D***n,star5,最近天天吃饼干，口腔一直溃疡，感觉是缺维生素了一下，买了三瓶吃上之后就好了很多，推荐，维生素C反正也可以每天都吃
2***i,star5,凑单买了一些维生素，便宜了很多，比药店便宜多了，还有货，不错不错。快递是京东自营快递送的，给送到家，家里没人给放的驿站 好评。
u***v,star5,几样维生素一起到的，包装完好无损，内有详细发货清单和药品说明书，Vc增强免疫力，可促进伤口愈合等，就这样普通小瓶的Vc足够补充身体所需。
飞***飞,star5,生产日期比较近，价格实惠，好药，值得推荐食用。生产日期比较近，价格实惠，好药，值得推荐食用。生产日期比较近，价格实惠，好药，值得推荐食用。
阿***啊,star5,听说吃维C可以增强抵抗力，因此买来吃，朋友说医院也是开这种，至少要买三瓶，都买了一年的量了，日期可以足够撑一年才过期，吃下去，柠檬酸的口感，挺容易入口
j***d,star5,这种维生素的作用和那些贵的一样，不过好像也涨了价。买一点放家里慢慢吃吧，孩子也能吃，京东的快递确实可以，赞赞赞赞赞赞赞赞赞赞
Q***神,star5,每次买药都在京东大药房 品质保证速度快 还有 贴心的短信提醒告诉你如何服用，如果当天吃的蔬菜不够多的话 我就一定会补充维他命C
d***x,star5,东北制药 维生素C片100mg*100片 预防坏血病急慢性传染疾病紫癜，价格合适物有所值，快递物流速度给力，值得推荐给大家。
孙***-,star5,"开始不知道,后来才知道知道好评的重要性。这个福利实在是太厉害了,重要的每条都来评论下,赚积分,下次还能抵现金用评论80字以上，，可以得到50积分。从此我无论买什么东西，都会把这段话复制黏贴下凑够字数，然后再填写商品的评论，东西非常好，是正品，包装用心，买回来一直忘记评论，不好意思，，本来这个价格没抱很大希望，收到时候发现质量出乎意料的好，和图片描述一致超级划算，性价比也很高，质星也好，在别的地方看很贵，在这里看，还可以，出乎意料，以后还在这家买，也推荐给朋友了，店家态度好，不懂的都会细心回复,第一次在平台上买到质量又好又实惠的东西,现在推荐给了朋友,好东西买的人自然多"
未***荷,star5,很好很便宜，打包买了三瓶，才10来块钱，如果每天不能保证足够的青菜绿叶，水果摄入的话，可以建议多吃几片维C
h***i,star5,京东 非常满意的产品，包装非常好，上午下单，下午就到了 ，这物流速度还有谁，真是棒棒哒，价格也合适，比店里的合适不少，真是宝宝喜欢妈妈开心
b***g,star5,京东大药房网购药物方便快捷！头天下单，转天就送到家！维生素C片是家中常备药。我们都从京东平台网购！感激快递小哥！
2***郎,star5,2022年10月生产，便宜；很喜欢在京东买东西，做活动时候价格更优惠，都会买好多的东西，退货有保证，物流更快，赞?
爱***塔,star5,最便宜的维生素c，也是效果最好最安心的，经历了疫情，现在非常注重平时的身体保养，也给家人都备上一份，以后都要作为日常的营养补充
壹***蜂,star5,在京东买这种小药品还是非常方便的。因为一般的药店嫌这个没有利润，根本就买不到，当时买的时候也是全国人民都在经历疫情，很难买到。我也是好不容易抢的，价格非常实惠。真是良心药企
j***4,star5,"①收到货,第一时间拆包装,质量非常好，与卖家描述一致,完全超出我的期望值，包装很仔细、严实,总的来说这次是很满意的一次购物，感谢卖家。②正品,质量好,价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。物流很给力。③包装很好，快递给力，卖家很有信誉，发货速度也很快。价格更是比别家的实惠多了④质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物。"
守***格,star5,物流运输的也挺快的，很快就到手上了。这个跟药店的差不多，价格也差不多。平时作为一个营养补充剂，并不是治疗什么，所以也不知道什么效果。
王***豆,star4,挺好的，习惯好评。商品包装很严实；物流方面很满意；东西本身也不错；售后服务后续再体验；平台很关键，支持一下。
阳***6,star5,一直维生素C是不可以缺少的，补充身体所需要的维生素，买一枚很满意，下次会再来买的
j***g,star5,这个维生素C真是太便宜了，口感哈哈哈，真是太酸了，那种酸爽谁吃了谁知道，配合着维生素B族，对口腔溃疡还是比较给力的，小白片的那种，这个应该是老字号了，品质靠谱，京东自营的信誉，不用担心
j***5,star5,已经收到了，京东物流送货上门，太给力了，宝贝完美，日期新鲜，性价比超高，值得购买，非常满意的一次购物
j***y,star5,维生素C片收到已经吃了，性价比高物超所值
江***8,star5,药品已经收到因为在广东东莞实体药店里面比较贵，所以就在京东大药房里面买，毕竟是大品牌的网站，所以值得信任，物流也很快，所以总体上值得推荐，而且药品的日期也比较靠前，本人经常扁条体发炎，所以也长期需要这种药，顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶！
j***5,star5,已经收到了，京东快递送货上门，非常给力，买来家里准备的，每天吃一片，大人小孩都可以吃，价格实惠，非常满意哦
