https://item.jd.com/100045271540.html,"['卡萨帝CAS3512FCA(81)U1', '100045271540', '15.5kg', '中国大陆', '键控/遥控，APP操控', '一级能效', '变频', '抗菌，除菌', '壁挂式', '冷暖', '1.5匹', '自清洁']"
用户名,评分,评论
甜***5,star5,海尔卡萨帝空调没有失望，售后很到位！空调吹的软风颜色也很漂亮，静心
j***2,star5,外观美观大方，妈妈也很喜欢，618下单，第二天送货，第三天安装，流水线式的服务，售后人员再三打电话确认进度，觉得比较贴心，安装人员也很专业~PS: 之前安装了卡萨帝的冰箱和洗衣机?再说效果，基本静音，风也感觉很柔和，普通空调风太烈，功能强大，具体参见遥控?大1.5匹20多平的客厅够用了，目前35度的天气制冷效果还是挺快的
a***r,star5,大品牌高颜值，其次是升级十年整机保修，有保障，家里买了三台同一款，要是有不同P数的就更好了，小卧室用这款有点大，颜色和家里家电同色系，都是卡萨帝，APP都可以统一操控，整体也比较配套，制冷比较快，还有静音模式，而且还可以关闭灯光，很实用。送货安装：送货安装特别快，当天送完货就预约安装了
无***理,star5,非常帅气的空调，科技感满满，功能齐全。而且静音效果非常好，还特别节约点，放在新房里面除菌也是美滋滋，运输得很不错，装修小哥也很敬业，态度很好。好评
j***J,star5,漂亮美丽高大上低调奢华有内涵值得购买
j***p,star5,小孩子用真的挺好，制冷没有刺骨感，风感凉爽，像秋天的凉风，而且左右吹风上下吹风，选择很人性化，睡眠模式也贴心，显示灯灭，我睡觉时一点灯光都不能有，这款挺好不影响睡眠
j***t,star5,收到货好看冲着颜值买的！反正就是非常喜欢啦冷暖效果：冷暖效果使用后效果非常好静音效果：静音效果一流嘿嘿外形外观：高端大气上档次
p***3,star5,这款新品质量很好，可谓高端大气上档次，智能语音系统很方便，风也很柔和，很适合老人和孩子，颜色很经典！
j***p,star5,收到货当天就有师傅来安装了，颜色是很高级的紫色，颜值比常规的挂式空调高好多，非常满意。
j***n,star5,声音很小，很安静，外环很美观，大气上档次，送货安装很仔细，海尔卡萨帝的产品真的不错，这次装修，买了两台都很好
h***u,star5,空调质量非常好，做工外观超出期望值，制冷速度很快，风力足，静音效果也很满意，售后服务有十年质保，用起来没有担忧！推荐购买！
大***猫,star5,空调挺好的，在农村房子，安装师傅也直接上门安装，服务很到位，空调外观挺喜欢，值得购买，网购确实省时省力
j***0,star5,高端大气上档次，机子比一般空调会大一点，适合大房间！
j***c,star1,买到家就没人管了，服务就是没有能解决问题的，支来支去，打通的电话除了就是让等待，直到安装师傅来了以各种原因让自己找人（本小区安装无数海尔空调，都是那么安的），不然就说管要很长，我是彻底伤心了，为后续售后担忧，果断退掉
v***o,star5,噪音很小，颜值很高，风柔和舒服降温也快，客厅很快就凉快了，满意！安装师傅服务非常好，卡萨帝这个品牌真心不错！手机遥控功能试了试，非常方便连老人家都学得会。
杨***圣,star5,京东活动买的 价格实惠，蛮好看的内机，外机黑色，蛮特殊的。重庆开16度的时候有点冷，京东物流速度很快，安装也很快。可以连接路由器网络，可以预约开机 和关机时间，蛮智能的。还可以大概看到 能耗消耗。?
s***y,star5,安装师傅是专门装卡萨帝的专业团队，师傅很认真，天气很热，出了满身汗，很是辛苦。空调很好看
风***澜,star5,家里一直用海尔的家电，这次趁活动力度大，买了三台卡萨帝的挂机，非常好用，外机也是与众不同，制冷效果非常棒，大品牌值得信赖，以后买家电只认准卡萨帝品牌
S***h,star5,给父母买的，老人挺满意的，制冷速度很快，还有紫外线杀菌功能，售后的安装服务也很好！各方面都很满意。
硕***a,star5,太高大上了，好看，很好很好，安装师傅也特别好。赞赞赞。外形外观：帅冷暖效果：特别好静音效果：好
j***w,star5,收到货了 非常满意哦，高大上，质量好，卡萨帝空调。
四***打,star5,这个空调放在主卧，功率够用，制冷很快。其实买卡萨帝更重要的是为了静音，要不然有噪音睡觉不舒服。这个空调的噪音控制很好，符合我的要求。
修***战,star5,外形外观：外观颜值高，款式很好看。冷暖效果：制冷强劲风力大，送风效果满意静音效果：静音，不影响睡眠。送货安装：送装服务满意！
N***月,star5,安装师傅很负责任，已经安装好，各项功能目前正常，看起来也很时尚美观大方，各种收费清晰合理，装在卧室使用起来刚刚好，1.5的完全够用
莫***7,star5,空调制冷非常强劲，外形也很好看，配合黑色外机真是非常独特，语音功能也去年指挥家更有进步，清洁起来有自清洁也非常省时省力，智能app也很好用，报修操控都很方便。
诉***情,star5,拆箱安装的时候被惊了一次，内机很漂亮，而且比普通空调要大很多，做工很扎实。空调外机就更不用说了，尊贵的黑色，搭配上卡萨帝的银色logo，感觉又升了一个档次，邻居看了都说这是进口的吧？太有面子了。安装的师傅也是很敬业，也很专业，这是一次很满意的购物
3***2,star5,卡萨帝国际高端品牌，好用不贵，值得推荐。这款卡萨帝挂机颜值超高，新一级能效，超级省电。功能强大，3d除菌仓，智慧语音，地毯式送风 好评。
j***a,star5,太棒了，安装小哥跟细心，空调确实不错，热风开了就启动了
j***K,star5,今年东北三伏天很热。按个空调让老爸舒服些。选择海尔旗下卡萨帝技术值得信赖，空调样子新颖，黑色外机简直是太任性了。机器功能多，尤其喜欢两段试送风。发货快七月是空调安装旺季，京东客服帮着提前预约安装。到货当天下午就安装了。和客厅柜机约的一个安装师傅。容易沟通，有要求很快回应。服务一流?空调使用后果然没有失望，制冷效果太好了。很多功能有待开发。
3***9,star5,东西很好，很漂亮，很喜欢宝贝做工真的非常精细，细节真的棒，爱了爱了物流超级超级快！质量也非常不错，的确物有所值价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～
小***达,star5,外形外观：外观时尚好看静音效果：非常静音节能省电：新一级能效更加省电冷暖效果：制冷超快
曾***怀,star5,"空调很美观，有高级感,性能也十分不错，商品很满意，好评，家里一下买了两儿，一个金色和一个白色的，，充满空调黑科技，十分推荐"
京***哥,star5,语音功能很先进，小孩玩起来爱不释手！风量大，声音小，简直是完美
枫***地,star5,京东物流发货好快啊，隔日就收到了。卡萨帝空调确实很不错，比我以前家里用的奥克斯空调好太多了。静音又然后送风量也很大还，还很智能。整体很满意，会推荐给朋友的！
d***w,star5,很漂亮的室内机，安装师傅工作很细致，安装时保护线槽，铝箔护线套管，整个作业流程都是很专业，同时买了两个品牌，安装流程对比下来确实是物有所值
细***s,star5,不错，第二次购买了。都买一样的产品好配套。非常喜欢这个外观。都统一智能化管理。
呜***d,star5,颜色是我喜欢的暗夜紫，很喜欢！！还可以呼叫ai，调模式、调温度、查天气、播放音乐?等等，客服有问必答，非常专业。售后安装特别速度，而且特别有耐心，高空作业，收费公开透明，为工作人员点赞！！
j***K,star5,物流速度快，安装速度快，空调做工质量很好，安装师傅认真负责，效率高，空调的外观和遥控器设计都很新颖，目测制冷效果很不错，也很安静，五星好评！
q***8,star5,空调做工精致，质量非常好，制冷制热非常快。不亏是海尔高端品牌。
j***R,star5,外形外观：好看冷暖效果：很好静音效果：无燥音节能省电：省电
紫***4,star5,卡萨帝的空调，刚开始看到，就被它的外观吸引了，然后还有七星服务，下单后，马上就打电话来确认收货地址，时间，以及预约师傅安装费的时间，服务棒棒哒！安装师傅也很负责，放外机的地方空间小了，师傅冒着生命危险，切割了防护栏，弄了很久才全部装好，安装好就试用了，制冷效果不错，还能分区送风
B***丶,star5,外形外观：非常喜欢，有个性冷暖效果：制冷效果很好送货安装：指定时间送货，下午接着来安装。点赞
木***0,star5,家里冰箱、洗衣机都是卡萨帝的  所有东西都比较高级 空调也是精挑细选 安装后很喜欢 我个人对细节比较挑剔 卡萨帝比较精致  安装人员细心人很好
j***e,star5,空调金色外观很好看，挂在房间里很大气，制冷速度很快，声音也挺安静的，一级变频的应该很省电，售后服务也很贴心！
3***4,star5,不愧是大品牌的家电，颜色真的是超级满意，看着真的超级高大上，特别有质感，使用起来也是相当特别满意，送货速度也很快，很满意，
j***Z,star5,外形外观：大气上档次冷暖效果：制热很快静音效果：几乎无噪音节能省电：一级能效产品特色：智能家居产品可以连手机送货安装：安装速度特别快，师傅也特有耐心家里的热水器，空调，都是卡萨帝的，质量好，品质保证。准备再买一个放在客厅的那种！
秦***易,star5,外形外观：黑色外机的确炸眼送货安装：收到货后第二天一大早师傅就来了   收货地在农村师傅来的很早外机跟内机都很大  静音也很凉快   现在就是不知道 东北动不动零下二三十度能不能低温启动了。其他的都非常满意。安装师傅技术也很哇塞
j***6,star5,冲着颜值去买的，到货安装后，更是出乎意料的好，制冷很快，也几乎没有声音，功能特别多，最实用的还是语音控制功能
L***羊,star5,空调颜值超级高，黑色室外机太酷了，吹出来的风也很温和，安装师傅也特别好，总之就是很满意。
J***K,star5,颜值，效果没得说，母婴用的，老年人也可以，从送货到安装一站式，方便快捷，老妈非常满意！
京***容,star5,发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评~售后服务诗语服务很好非常专业有耐心，十分好评
北***白,star5,外形外观：颜色好看冷暖效果：卡萨帝的制冷效果真不是吹的静音效果：特别的好
炸***吃,star5,空调很好，制冷速度快，出冷风快，静音效果感觉不错，安装师傅也很专业，颜值高也很重要，十年保修可以放心用！售后服务靠谱，推荐大家购买！
雁***秋,star5,外形外观：内机高端大气，外机黑色很有特点，与众不同。冷暖效果：制冷速度特别快，很凉爽。送货安装：送货发货时间一天完成，安装极速，非常满意。
j***n,star5,第一眼看见这款空调就确定买了，外观上实在太好看了，而且不管是送货速度还是安装速度都非常快，虽然安装的时候出了点意外，但总体是满意的，制冷速度很快，功能也很多
q***7,star5,我是卡萨帝的忠实粉丝，家里的电器都是卡萨帝的，所以选择空调也必须是卡萨帝，事实证明我的选择是正确的。外观高大上，功能全面，制冷快、超静音。也推荐大家购买。
j***o,star5,之前已经安装过一个，按捺不住还想再装一个的心情，618优惠幅度很大，空调非常漂亮，制冷效果无敌，发货速度很快，安装师傅上门安装也非常快，不愧高端卡萨帝。
j***q,star5,京东活动的时候买的，价格实惠。内机好看，外机黑色的很好看。还有杀菌功能，很有科技感。
小***爹,star5,空调挺好，有设计感，纯白色看起来舒服。安装师傅服务周到，客服很专业。好评
j***f,star5,30号下单1号就安装完成啦～感觉很不错，降温比较快，静音，黑色外挂很酷～安装特别快，售后应该也很不错?
4***0,star5,特别棒的空调！炎炎夏日送来丝丝凉意…特别舒服！吃着西瓜吹着空调别提多舒服了！送货特别快，安装特别快！满满的好评！声音也特别小！特别安静
3***6,star5,整体很棒，样式还挺好看的，大气，简洁，做工精细 款型大气，功能也很多，态度很好，价格也很优惠，包装严实，快递员搬运仔细，送货到家的，省心省力，安装上尺寸正合适，操作简单
金***木,star5,空调外观不错，开小风的状态下，静音效果还不错，然后吹出来的风不会很冷很冷，确实比较舒服。
